Optimality selection (neural nets) for M+S^E_4 with selection size 0.1 and up to 40 cut rounds ,,,,,
filename,size,density,percent_gap_closed,nb_subproblems,nb_sdp_cuts
spar020-100-1,20,100,0.99509364,4106,1547
spar020-100-2,20,100,0.953054829,4270,1353
spar020-100-3,20,100,0.999999795,4389,1552
spar030-060-1,30,60,0.884387747,906,704
spar030-060-2,30,60,0.999745858,708,322
spar030-060-3,30,60,0.919200018,2444,1161
spar030-070-1,30,70,0.884660649,2392,1659
spar030-070-2,30,70,0.986557415,2277,1078
spar030-070-3,30,70,0.950330422,3445,1250
spar030-080-1,30,80,0.921937117,6754,3095
spar030-080-2,30,80,0.99998234,5281,1631
spar030-080-3,30,80,0.999997073,7116,1978
spar030-090-1,30,90,0.980281556,10761,4172
spar030-090-2,30,90,0.976802617,14583,5146
spar030-090-3,30,90,0.999655243,11600,4218
spar030-100-1,30,100,0.963398611,24461,8109
spar030-100-2,30,100,0.953412387,25602,8989
spar030-100-3,30,100,0.965535023,24806,7529
spar040-030-1,40,30,0.992543484,146,124
spar040-030-2,40,30,0.893588898,164,114
spar040-030-3,40,30,0.927869923,165,123
spar040-040-1,40,40,0.779566611,363,428
spar040-040-2,40,40,0.945172852,403,351
spar040-040-3,40,40,0.810200885,403,540
spar040-050-1,40,50,0.87213481,1109,1075
spar040-050-2,40,50,0.904790281,1348,991
spar040-050-3,40,50,0.919360673,1432,1239
spar040-060-1,40,60,0.888073136,3065,1992
spar040-060-2,40,60,0.95177748,2399,1381
spar040-060-3,40,60,0.994000739,5217,2246
spar040-070-1,40,70,0.959246472,8273,3628
spar040-070-2,40,70,0.953617746,7798,3297
spar040-070-3,40,70,0.952823604,10436,3967
spar040-080-1,40,80,0.966811007,21024,8034
spar040-080-2,40,80,0.960914934,19207,6924
spar040-080-3,40,80,0.955460243,27298,8805
spar040-090-1,40,90,0.956670458,39115,12372
spar040-090-2,40,90,0.947776119,45646,14374
spar040-090-3,40,90,0.967552961,44714,13230
spar040-100-1,40,100,0.962789711,82645,16612
spar040-100-2,40,100,0.950881476,85901,16963
spar040-100-3,40,100,0.915141055,80164,17303
spar050-030-1,50,30,0.921208181,285,241
spar050-030-2,50,30,0.754339608,315,316
spar050-030-3,50,30,0.785101554,281,375
spar050-040-1,50,40,0.858429899,723,786
spar050-040-2,50,40,0.872757513,1080,1167
spar050-040-3,50,40,0.93002607,900,882
spar050-050-1,50,50,0.816451123,3290,3100
spar050-050-2,50,50,0.880362185,3257,2466
spar050-050-3,50,50,0.900933519,3849,2801
spar060-020-1,60,20,0.779629852,224,197
spar060-020-2,60,20,0.968459517,233,157
spar060-020-3,60,20,0.684249237,231,240
spar070-025-1,70,25,0.727833189,495,532
spar070-025-2,70,25,0.679861027,454,546
spar070-025-3,70,25,0.756649564,564,673
spar070-050-1,70,50,0.887517287,13446,7370
spar070-050-2,70,50,0.900836544,8518,5691
spar070-050-3,70,50,0.956679972,11239,6035
spar070-075-1,70,75,0.916206837,151974,21222
spar070-075-2,70,75,0.901571348,135658,21589
spar070-075-3,70,75,0.901263706,139771,21554
spar080-025-1,80,25,0.775538747,746,976
spar080-025-2,80,25,0.6525851,677,992
spar080-025-3,80,25,0.744689525,777,960
spar080-050-1,80,50,0.860252773,24873,13586
spar080-050-2,80,50,0.915012514,18148,9886
spar080-050-3,80,50,0.895758333,18528,9871
spar080-075-1,80,75,0.900176632,254742,22363
spar080-075-2,80,75,0.904513947,235366,22853
spar080-075-3,80,75,0.888527027,252090,21752
spar090-025-1,90,25,0.725095909,1118,1335
spar090-025-2,90,25,0.738248297,1082,1425
spar090-025-3,90,25,0.761971799,1093,1545
spar090-050-1,90,50,0.88817397,37193,18387
spar090-050-2,90,50,0.920401666,29872,15419
spar090-050-3,90,50,0.900114409,30256,14225
spar090-075-1,90,75,0.8703815,417956,25992
spar090-075-2,90,75,0.876926744,394923,27007
spar090-075-3,90,75,0.883173189,405074,26723
spar100-025-1,100,25,0.714128516,1395,1792
spar100-025-2,100,25,0.701164025,1407,1732
spar100-025-3,100,25,0.749775282,1451,2063
spar100-050-1,100,50,0.86268763,60998,24123
spar100-050-2,100,50,0.870191871,48165,21713
spar100-050-3,100,50,0.884245734,50462,22859
spar100-075-1,100,75,0.872855769,632581,29468
spar100-075-2,100,75,0.873731599,596864,28320
spar100-075-3,100,75,0.873236083,626467,27370
spar125-025-1,125,25,0.709146987,3439,5178
spar125-025-2,125,25,0.761124421,3423,4564
spar125-025-3,125,25,0.769955486,3338,3884
spar125-050-1,125,50,0.858822943,150129,28980
spar125-050-2,125,50,0.865818385,152814,29620
spar125-050-3,125,50,0.873152057,158515,29932
spar125-075-1,125,75,0.8607927,1700215,35204
spar125-075-2,125,75,0.844021792,1681784,35097
spar125-075-3,125,75,0.8505647862327382,1602598,34659
